wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
7,1,0,3,15,21,2,1,7,2,66,0,0,0,0.523809524,0,0,8.428571429,1,0.8571,0
3,1,0,2,3,3,2,0,3,1.5,4,0,0,0,0.666666667,0,0,0,1,1,0
2,1,0,20,2,1,18,2,2,2,2,0,0,0,1,0,0,0,1,1,0
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,2,48,0,0,0,0,0,0,0,0,0,0
4,1,0,5,10,0,1,4,4,0.333333333,36,1,0,0,0.4375,0,0,7.75,1,0.75,0
2,4,0,3,5,1,0,3,2,2,12,0,0,0.977777778,0.75,0,0,5,1,0.5,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,0,2,0,0,0,1,2,15,0,0,0,1,0,0,3,0,0,0
1,1,0,23,1,0,23,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,9,1,0,8,1,1,2,1,0,0,0,1,0,0,0,1,1,0
3,1,0,7,3,3,2,5,3,2,3,0,0,0,0.476190476,0,0,0,1,1,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,2,26,0,0,0,0,0,0,0,0,0,0
0,1,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,3,0,0,1,1,2,7,0,0,1,1,0,0,6,0,0,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,2,25,0,0,0,0,0,0,0,0,0,0
3,1,0,2,5,3,2,0,3,2,19,0,0,0,0.5,0,0,5.333333333,1,0.6667,0
1,3,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
6,1,0,2,11,3,1,1,4,0.6,53,1,0,0,0.666666667,0,0,7.5,1,0.8333,0
4,1,0,6,4,6,5,1,4,2,4,0,0,0,0.5,0,0,0,1,1,0
4,1,0,8,5,6,7,1,4,2,16,0,0,0,0.875,0,0,3,1,0.75,0
1,4,0,1,3,0,1,0,1,2,6,0,0,1,1,0,0,5,0,0,0
3,1,0,1,5,0,1,0,3,0,45,1,0,0,0.666666667,0,0,13.33333333,2,1,0
2,1,0,6,4,1,4,2,2,2,8,0,0,0,0.75,0,0,3,1,0.5,0
3,1,0,38,3,3,38,0,3,2,3,0,0,0,1,0,0,0,1,1,0
3,1,0,69,3,3,69,0,3,2,3,0,0,0,1,0,0,0,1,1,0
3,1,0,4,7,3,1,3,3,2,17,0,0,0,0.555555556,0,0,4.666666667,1,0.6667,0
1,5,0,1,8,0,0,1,1,2,18,0,0,1,1,0,0,17,0,0,0
4,1,0,5,4,6,3,3,4,2,4,0,0,0,0.625,0,0,0,1,1,0
1,1,0,5,1,0,4,2,1,2,1,0,0,0,1,0,0,0,1,1,0
2,1,0,2,8,1,1,1,2,2,48,0,0,0,0.5,0,0,23,1,0.5,0
2,3,0,1,5,1,0,1,2,2,17,0,0,1,1,0,0,7.5,0,0,0
1,1,0,2,1,0,2,0,0,2,2064,0,0,0,0,0,0,2052,0,0,0
1,1,0,3,1,0,2,1,1,2,1,0,0,0,1,0,0,0,1,1,0
6,1,0,9,6,15,8,1,6,1.2,10,0,0,0,0.722222222,0,0,0,1,1,0
5,1,0,7,5,10,6,1,5,2,5,0,0,0,0.4,0,0,0,1,1,0
1,1,0,3,1,0,3,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,5,0,1,4,0,0,1,1,2,11,0,0,1,1,0,0,9,0,0,0
1,5,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
4,1,0,11,18,6,1,10,2,2,97,0,0,0,0.5,0,0,23.25,1,0.75,0
1,3,0,1,2,0,1,0,1,2,5,0,0,1,1,0,0,4,0,0,0
2,1,0,2,3,0,2,0,1,0,12,1,0,0,0.75,0,0,4.5,1,0.5,0
1,1,0,7,1,0,4,3,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,4,1,0,4,0,1,2,1,0,0,0,1,0,0,0,1,1,0
1,1,0,1,1,0,1,0,1,2,2,0,0,0,1,0,0,0,1,1,0
0,1,0,3,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0
1,1,0,36,1,0,35,1,1,2,1,0,0,0,1,0,0,0,1,1,0
5,1,0,3,9,0,1,2,5,0.666666667,64,1,0,0,0.533333333,0,0,11.2,1,0.8,0
1,4,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0,0,0
4,1,0,6,4,6,3,4,4,2,4,0,0,0,0.625,0,0,0,1,1,0
2,3,0,3,7,1,1,3,2,2,23,0,0,0.96969697,1,0,0,10.5,1,0.5,0
5,1,0,31,5,10,31,0,5,2,5,0,0,0,0.533333333,0,0,0,1,1,0
2,1,0,2,18,0,0,2,2,0,83,1,0,0,0.75,0,0,40,6,3,0
0,1,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2,1,0,4,2,1,4,0,2,2,2,0,0,0,0.75,0,0,0,1,1,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1,0,0,0.875,0,0,4.75,1,0.75,0
2,1,0,6,2,1,4,2,2,2,2,0,0,0,1,0,0,0,1,1,0
1,1,0,13,1,0,11,2,1,2,3,0,0,0,1,0,0,0,1,1,0
3,3,0,3,10,0,0,3,3,0,32,1,0,0.948717949,0.666666667,0,0,9.333333333,1,0.6667,0
