wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3,1,0,1,3,3,1,0,3,2,3,0,0,0,1,0,0,0,1,1,0
3,1,0,8,16,3,1,7,1,2,125,0,0,0,0.444444444,0,0,40.66666667,1,0.6667,0
3,3,0,5,17,0,1,5,3,0,91,1,0,0.948717949,1,0,0,29,1,0.6667,0
2,1,0,4,2,1,3,2,2,2,2,0,0,0,0.75,0,0,0,1,1,0
5,1,0,7,17,0,0,7,5,0.5,75,1,0,0,0.8,0,0,13.4,3,1.2,0
4,1,0,5,4,6,4,1,4,2,4,0,0,0,0.875,0,0,0,1,1,0
0,1,0,1,0,0,1,0,0,2,24,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
5,1,0,4,13,0,0,4,5,0.5,65,1,0,0,0.8,0,0,11.6,3,1.2,0
3,3,0,2,6,1,0,2,3,0.5,29,1,0,0.948717949,0.666666667,0,0,8.333333333,1,0.6667,0
2,1,0,1,6,0,1,0,2,1,39,1,0,0,0.666666667,0,0,16.5,2,1,0
5,1,0,1,18,0,1,0,3,0.5,96,1,0,0,0.533333333,0,0,17.8,2,1,0
5,1,0,16,12,4,14,2,5,0.25,55,1,0,0,0.533333333,0,0,9.8,1,0.6,0
4,1,0,2,7,6,1,1,4,2,20,0,0,0,0.875,0,0,4,1,0.75,0
2,1,0,0,6,1,0,0,2,2,45,0,0,0,0.666666667,0,0,21.5,8,4,0
3,1,0,3,9,3,1,2,2,2,43,0,0,0,0.666666667,0,0,13.33333333,1,0.6667,0
14,1,0,24,63,63,20,20,9,0.841346154,822,0.4375,0,0,0.333333333,0,0,56.57142857,24,2.7857,1
19,1,0,18,47,97,16,5,16,0.833333333,273,1,1,0,0.305263158,0,0,13,3,1.4211,1
21,1,0,25,77,162,10,16,14,0.7375,566,0.916666667,4,0,0.135,0,0,25.38095238,7,1.8095,1
22,4,0,16,72,165,1,16,16,0.904761905,675,1,1,0.787878788,0.227272727,3,3,29.04545455,4,1.2273,1
